503, 1533
504, 1449
505, 1486
506, 1862
507, 2145
508, 1936
509, 1616
510, 1558
511, 1592
512, 1511
513, 1566
514, 1913
515, 2099
516, 1840
517, 1603
518, 1612
519, 1609
520, 1576
521, 1675
522, 1983
523, 2149
524, 1821
525, 1636
526, 1653
527, 1562
528, 1579
529, 1720
530, 1999
531, 2077
532, 1735
533, 1632
534, 1679
536, 1581
537, 1607
538, 1768
539, 1999
540, 2031
541, 1708
542, 1634
543, 1689
544, 1595
545, 1584
546, 1783
547, 1990
548, 1928
549, 1649
550, 1586
551, 1622
552, 1547
553, 1552
554, 1810
555, 1999
556, 1875
557, 1643
558, 1577
559, 1580
560, 1486
561, 1512
562, 1807
563, 1974
564, 1744
565, 1511
566, 1510
567, 1493
568, 1450
569, 1540
570, 1853
571, 1991
572, 1683
573, 1512
574, 1534
575, 1461
576, 1452
577, 1572
579, 1855
580, 1950
581, 1593
582, 1469
583, 1521
584, 1412
585, 1433
586, 1600
587, 1883
588, 1922
589, 1551
590, 1488
591, 1529
592, 1421
593, 1425
594, 1646
595, 1881
596, 1829
597, 1496
598, 1425
599, 1469
600, 1394
601, 1419
602, 1690
603, 1909
604, 1779
605, 1504
606, 1465
607, 1490
608, 1406
609, 1433
610, 1728
611, 1913
612, 1711
613, 1467
614, 1447
615, 1455
616, 1398
617, 1464
618, 1768
619, 1920
620, 1677
622, 1490
623, 1519
624, 1499
625, 1457
626, 1530
627, 1791
628, 1901
629, 1607
630, 1482
631, 1516
632, 1428
633, 1447
634, 1573
635, 1821
636, 1882
637, 1584
638, 1509
639, 1551
640, 1474
641, 1474
642, 1640
643, 1840
644, 1822
645, 1536
646, 1458
647, 1497
648, 1433
649, 1438
650, 1672
651, 1858
652, 1769
653, 1550
654, 1494
655, 1523
656, 1486
657, 1485
658, 1724
659, 1860
660, 1684
661, 1491
662, 1460
664, 1476
665, 1458
666, 1491
667, 1746
668, 1869
669, 1658
670, 1519
671, 1519
672, 1499
673, 1500
674, 1564
675, 1794
676, 1860
677, 1600
678, 1483
679, 1495
680, 1445
681, 1428
682, 1558
683, 1781
684, 1798
685, 1570
686, 1480
687, 1512
688, 1481
689, 1466
690, 1658
691, 1822
692, 1755
693, 1547
694, 1464
695, 1483
696, 1457
697, 1443
698, 1660
699, 1803
700, 1689
701, 1538
702, 1495
703, 1506
704, 1502
705, 1505
707, 1732
708, 1833
709, 1655
710, 1539
711, 1515
712, 1491
713, 1479
714, 1513
715, 1716
716, 1796
717, 1615
718, 1534
719, 1544
720, 1533
721, 1524
722, 1589
723, 1789
724, 1822
725, 1622
726, 1512
727, 1507
728, 1469
729, 1463
730, 1598
731, 1769
732, 1757
733, 1585
734, 1495
735, 1522
736, 1508
737, 1483
738, 1642
739, 1791
740, 1735
741, 1567
742, 1482
743, 1491
744, 1463
745, 1440
746, 1630
747, 1752
748, 1649
750, 1513
751, 1463
752, 1474
753, 1465
754, 1477
755, 1679
756, 1781
757, 1644
758, 1512
759, 1486
760, 1470
761, 1461
762, 1479
763, 1669
764, 1754
765, 1569
766, 1478
767, 1486
768, 1459
769, 1455
770, 1526
771, 1720
772, 1770
773, 1586
774, 1491
775, 1503
776, 1463
777, 1431
778, 1531
779, 1694
780, 1701
781, 1526
782, 1436
783, 1466
784, 1451
785, 1428
786, 1582
787, 1735
788, 1687
789, 1539
790, 1460
792, 1472
793, 1432
794, 1395
795, 1580
796, 1709
797, 1613
798, 1466
799, 1413
800, 1444
801, 1426
802, 1424
803, 1623
804, 1738
805, 1593
806, 1472
807, 1465
808, 1448
809, 1429
