2784, 1008
2785, 1057
2786, 1114
2787, 1081
2788, 1257
2789, 1481
2790, 1700
2791, 1954
2792, 2075
2793, 2072
2794, 1980
2795, 1855
2796, 1729
2797, 1551
2798, 1367
2800, 1244
2801, 1034
2802, 870
2803, 862
2804, 920
2805, 1112
2806, 1389
2807, 1646
2808, 1855
2809, 1887
2810, 1862
2811, 1797
2812, 1633
2813, 1357
2814, 1093
2815, 993
2816, 976
2817, 1007
2818, 1086
2819, 1228
2820, 1382
2821, 1410
2822, 1550
2823, 1762
2824, 1877
2825, 1953
2826, 2045
2827, 2003
2828, 1910
2829, 1750
2830, 1498
2831, 1309
2832, 1197
2833, 1133
2834, 1007
2835, 983
2836, 1113
2837, 1254
2838, 1533
2839, 1803
2840, 1826
2841, 1863
2843, 1957
2844, 1933
2845, 1874
2846, 1790
2847, 1592
2848, 1440
2849, 1290
2850, 1111
2851, 1022
2852, 1015
2853, 1038
2854, 1032
2855, 1170
2856, 1416
2857, 1621
2858, 1843
2859, 2012
2860, 2041
2861, 1995
2862, 1781
2863, 1507
2864, 1368
2865, 1260
2866, 1027
2867, 949
2868, 1025
2869, 1166
2870, 1275
2871, 1278
2872, 1405
2873, 1563
2874, 1770
2875, 1921
2876, 1938
2877, 1966
2878, 1914
2879, 1665
2880, 1424
2881, 1269
2882, 1091
2883, 935
2884, 808
2886, 794
2887, 884
2888, 1018
2889, 1249
2890, 1474
2891, 1642
2892, 1738
2893, 1789
2894, 1751
2895, 1656
2896, 1593
2897, 1491
2898, 1300
2899, 1156
2900, 1021
2901, 915
2902, 1028
2903, 1194
2904, 1234
2905, 1403
2906, 1685
2907, 1931
2908, 2056
2909, 2147
2910, 2154
2911, 2120
2912, 1972
2913, 1594
2914, 1292
2915, 1050
2916, 846
2917, 727
2918, 792
2919, 1059
2920, 1199
2921, 1289
2922, 1556
2923, 1773
2924, 1875
2925, 1905
2926, 1901
2928, 1856
2929, 1747
2930, 1618
2931, 1521
2932, 1334
2933, 1242
2934, 1165
2935, 1075
2936, 1138
2937, 1143
2938, 1213
2939, 1460
2940, 1643
2941, 1751
2942, 1871
2943, 1947
2944, 1895
2945, 1881
2946, 1823
2947, 1627
2948, 1541
2949, 1322
2950, 1109
2951, 1016
2952, 1007
2953, 1012
2954, 1078
2955, 1343
2956, 1675
2957, 1975
2958, 2192
2959, 2193
2960, 2084
2961, 1890
2962, 1604
2963, 1315
2964, 1096
2965, 979
2966, 962
2967, 973
2968, 1100
2969, 1341
2971, 1561
2972, 1728
2973, 1881
2974, 1871
