timestamp, 1209, -1950, -9778, -831, 1391, 192, -800, 31428
3407.0, 354, -1950, -9778, -831, 1391, 192, -800, 31428
3412.7, 1275, -1987, -9798, -936, 450, 1933, -1093, 31482
3416.4, 1347, -1987, -9798, -936, 450, 1933, -1093, 31440
3420.7, 1265, -1987, -9798, -833, -166, 3771, -559, 31440
3424.5, 1085, -1987, -9798, -833, -166, 3771, -559, 31440
3428.7, 1114, -2143, -9738, -833, -166, 3771, -559, 31440
3432.5, 1164, -2143, -9738, -833, -166, 3771, -559, 31443
3436.3, 1341, -2143, -9738, -833, -166, 3771, -559, 31455
3440.6, 1196, -2212, -9848, -835, 131, 743, 577, 31455
3444.3, 1054, -2212, -9848, -835, 131, 743, 577, 31443
3448.5, 982, -2203, -9848, -835, 131, 743, 577, 31443
3452.3, 1352, -2203, -9848, -835, 131, 743, 577, 31464
3456.1, 1400, -2203, -9848, -835, 131, 743, 577, 31435
3460.3, 1031, -2002, -9929, -786, 883, -1360, -1203, 31435
3464.1, 1141, -2002, -9929, -786, 883, -1360, -1203, 31441
3468.3, 918, -1869, -9929, -786, 883, -1360, -1203, 31441
3472.0, 1353, -1869, -9929, -786, 883, -1360, -1203, 31445
3475.8, 1337, -1869, -9929, -786, 883, -1360, -1203, 31467
3480.0, 1208, -1833, -9963, -922, 1824, 905, 1452, 31467
3483.8, 1104, -1833, -9963, -922, 1824, 905, 1452, 31450
3488.0, 1153, -1844, -9963, -922, 1824, 905, 1452, 31450
3491.7, 1305, -1844, -9963, -922, 1824, 905, 1452, 31435
3495.5, 1173, -1844, -9963, -922, 1824, 905, 1452, 31446
3499.7, 943, -1858, -9841, -756, 1894, 1789, 1316, 31446
3503.4, 1208, -1858, -9841, -756, 1894, 1789, 1316, 31422
3509.2, 1146, -1859, -9841, -756, 1408, 1238, 1032, 31441
3512.9, 1235, -1859, -9841, -756, 1408, 1238, 1032, 31447
3518.6, 1176, -2092, -9829, -591, 1408, 1238, 1032, 31441
3520.8, 126, -2092, -9829, -591, 1408, 1238, 1032, 31441
3523.2, 208, -2092, -9829, -591, 1408, 1238, 1032, 31441
3528.9, 1233, -2087, -10022, -556, 1715, 69, 791, 31475
3531.2, 218, -2087, -10022, -556, 1715, 69, 791, 31475
3535.4, 1261, -1976, -10085, -590, 1999, -1846, -564, 31475
3539.1, 1148, -1976, -10085, -590, 1999, -1846, -564, 31437
3541.4, 236, -1976, -10085, -590, 1999, -1846, -564, 31437
3545.6, 1265, -1955, -9775, -704, 1505, -3701, -1986, 31437
3549.3, 1146, -1955, -9775, -704, 1505, -3701, -1986, 31435
3551.6, 341, -1955, -9775, -704, 1505, -3701, -1986, 31435
3555.8, 1237, -1969, -9638, -863, 1408, -4366, -1478, 31435
3559.5, 1126, -1969, -9638, -863, 1408, -4366, -1478, 31449
3561.8, 325, -1969, -9638, -863, 1408, -4366, -1478, 31449
3566.0, 1358, -1841, -9767, -833, 1360, -3377, -205, 31449
3569.7, 1178, -1841, -9767, -833, 1360, -3377, -205, 31439
3574.0, 1101, -1770, -9789, -866, 1329, -1854, 196, 31439
3577.8, 1228, -1770, -9789, -866, 1329, -1854, 196, 31442
3581.5, 1335, -1770, -9789, -866, 1329, -1854, 196, 31402
3585.8, 1323, -1785, -9871, -809, 997, -183, -87, 31402
3589.5, 1167, -1785, -9871, -809, 997, -183, -87, 31437
3593.7, 1156, -1901, -9677, -847, 1041, 1102, 74, 31437
3597.5, 1375, -1901, -9677, -847, 1041, 1102, 74, 31430
3601.2, 1257, -1901, -9677, -847, 1041, 1102, 74, 31442
3605.5, 1068, -1962, -9742, -798, 1312, 1408, -319, 31442
3609.3, 1203, -1962, -9742, -798, 1312, 1408, -319, 31425
3613.5, 1214, -2010, -9703, -649, 774, 748, -848, 31425
3617.3, 1404, -2010, -9703, -649, 774, 748, -848, 31432
3621.0, 1340, -2010, -9703, -649, 774, 748, -848, 31428
3625.3, 1163, -2101, -9665, -730, 332, -218, -756, 31428
3629.0, 1183, -2101, -9665, -730, 332, -218, -756, 31436
3633.2, 1219, -2103, -9754, -556, 756, -2008, -835, 31436
3636.9, 1378, -2103, -9754, -556, 756, -2008, -835, 31432
3640.7, 1214, -2103, -9754, -556, 756, -2008, -835, 31462
3644.9, 1061, -2024, -9832, -500, 393, -3605, -1001, 31462
3648.6, 1192, -2024, -9832, -500, 393, -3605, -1001, 31438
3652.8, 1314, -1917, -9781, -646, 507, -4466, -1207, 31438
3656.6, 1295, -1917, -9781, -646, 507, -4466, -1207, 31448
3658.8, 197, -1917, -9781, -646, 507, -4466, -1207, 31448
3664.6, 1061, -1859, -9714, -646, 818, -5005, -1666, 31431
3668.3, 1260, -1859, -9714, -646, 818, -5005, -1666, 31438
3674.0, 1225, -1966, -9701, -664, 376, -5473, -1806, 31427
3676.2, 112, -1966, -9701, -664, 376, -5473, -1806, 31427
3678.5, 213, -1966, -9701, -664, 376, -5473, -1806, 31427
3684.2, 1174, -2026, -9425, -1019, -529, -3933, -1509, 31413
3686.5, 190, -2026, -9425, -1019, -529, -3933, -1509, 31413
3690.7, 1034, -1950, -9617, -957, -520, -818, -1605, 31413
3694.5, 1162, -1950, -9617, -957, -520, -818, -1605, 31429
3696.7, 272, -1950, -9617, -957, -520, -818, -1605, 31429
3701.0, 1262, -1865, -9739, -819, -551, 1819, -2205, 31429
3704.7, 1114, -1865, -9739, -819, -551, 1819, -2205, 31442
3707.0, 272, -1865, -9739, -819, -551, 1819, -2205, 31442
3712.7, 1444, -1814, -9708, -733, -787, 3237, -1347, 31437
3716.4, 1369, -1814, -9708, -733, -787, 3237, -1347, 31439
3720.7, 1109, -1960, -9629, -713, -940, 3276, 599, 31439
3724.4, 1145, -1960, -9629, -713, -940, 3276, 599, 31430
3726.6, 180, -1960, -9629, -713, -940, 3276, 599, 31430
3730.9, 1217, -2120, -9741, -649, -660, 2445, 1225, 31430
3734.7, 1172, -2120, -9741, -649, -660, 2445, 1225, 31426
3738.9, 1229, -2111, -9867, -758, -678, 1815, -139, 31426
3742.6, 1437, -2111, -9867, -758, -678, 1815, -139, 31428
3746.4, 1351, -2111, -9867, -758, -678, 1815, -139, 31427
3750.6, 1031, -1971, -9957, -678, -1010, 1789, -2205, 31427
3754.4, 1146, -1971, -9957, -678, -1010, 1789, -2205, 31423
3758.6, 1147, -1859, -9814, -637, -1198, 1863, -2187, 31423
3762.3, 1411, -1859, -9814, -637, -1198, 1863, -2187, 31424
3766.1, 1240, -1859, -9814, -637, -1198, 1863, -2187, 31430
3770.3, 1007, -1922, -9768, -778, -1715, 1977, -336, 31430
3774.0, 1167, -1922, -9768, -778, -1715, 1977, -336, 31432
3778.2, 1285, -2009, -9736, -745, -1089, 2384, 406, 31432
3782.0, 1334, -2009, -9736, -745, -1089, 2384, 406, 31432
3785.7, 1141, -2009, -9736, -745, -1089, 2384, 406, 31449
3789.9, 1017, -2028, -9682, -793, -1369, 2454, -756, 31449
3793.7, 1236, -2028, -9682, -793, -1369, 2454, -756, 31437
3797.9, 1185, -1997, -9786, -827, -1785, 2555, -1872, 31437
3801.6, 1316, -1997, -9786, -827, -1785, 2555, -1872, 31439
3803.9, 296, -1997, -9786, -827, -1785, 2555, -1872, 31439
3809.6, 1097, -1864, -9872, -832, -1041, 2511, -2095, 31435
